movieId,title,content
119,"Steal Big, Steal Little",comedy
121,"Boys of St. Vincent, The",drama
122,Boomerang,comedy romance dating
123,Chungking Express (Chung Hing sam lam),drama mystery romance
125,Flirting With Disaster,comedy
126,"NeverEnding Story III, The",adventure children fantasy
128,Jupiter's Wife,documentary
129,Pie in the Sky,comedy romance
132,Jade,thriller
135,Down Periscope,comedy
137,Man of the Year,documentary
140,Up Close and Personal,drama romance journalism
141,"Birdcage, The",comedy
144,"Brothers McMullen, The",comedy
145,Bad Boys,action comedy crime drama thriller
146,"Amazing Panda Adventure, The",adventure children
147,"Basketball Diaries, The",drama addiction heroin leonardo dicaprio mark wahlberg
148,"Awfully Big Adventure, An",drama
149,Amateur,crime drama thriller
150,Apollo 13,adventure drama imax moon nasa space
151,Rob Roy,action drama romance war
152,"Addiction, The",drama horror
153,Batman Forever,action adventure comedy crime superhero
154,Beauty of the Day (Belle de jour),drama
155,Beyond Rangoon,adventure drama war
156,Blue in the Face,comedy drama
157,Canadian Bacon,comedy war
158,Casper,adventure children
159,Clockers,crime drama mystery
160,Congo,action adventure mystery sci fi michael crichton
161,Crimson Tide,drama thriller war submarine
162,Crumb,documentary in netflix queue
163,Desperado,action romance western
164,Devil in a Blue Dress,crime film noir mystery thriller
165,Die Hard: With a Vengeance,action crime thriller
166,"Doom Generation, The",comedy crime drama
168,First Knight,action drama romance
169,Free Willy 2: The Adventure Home,adventure children drama
170,Hackers,action adventure crime thriller
171,Jeffrey,comedy drama
172,Johnny Mnemonic,action sci fi thriller
173,Judge Dredd,action crime sci fi
174,Jury Duty,comedy
175,Kids,drama controversial new york city nudity full frontal
176,Living in Oblivion,comedy
177,Lord of Illusions,horror
178,Love & Human Remains,comedy drama
179,Mad Love,drama romance
180,Mallrats,comedy romance
181,Mighty Morphin Power Rangers: The Movie,action children
183,Mute Witness,comedy horror thriller
184,Nadja,drama
185,"Net, The",action crime thriller computers
186,Nine Months,comedy romance
187,Party Girl,comedy
188,"Prophecy, The",fantasy horror mystery
189,Reckless,comedy fantasy
190,Safe,thriller
191,"Scarlet Letter, The",drama romance
193,Showgirls,drama
194,Smoke,comedy drama
195,Something to Talk About,comedy drama romance
196,Species,horror sci fi
198,Strange Days,action crime drama mystery sci fi thriller
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",drama musical romance made me cry
201,Three Wishes,drama fantasy
202,Total Eclipse,drama romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar",comedy
204,Under Siege 2: Dark Territory,action
205,Unstrung Heroes,comedy drama
206,Unzipped,documentary
207,"Walk in the Clouds, A",drama romance
208,Waterworld,action adventure sci fi
209,White Man's Burden,drama
210,Wild Bill,western
211,"Browning Version, The",drama
212,Bushwhacked,adventure comedy crime mystery
213,Burnt by the Sun (Utomlyonnye solntsem),drama
214,Before the Rain (Pred dozhdot),drama war
215,Before Sunrise,drama romance generation x
216,Billy Madison,comedy school adam sandler stop looking at me swan
217,"Babysitter, The",drama thriller
218,Boys on the Side,comedy drama
219,"Cure, The",drama
220,Castle Freak,horror
222,Circle of Friends,drama romance ireland
223,Clerks,comedy cynical hilarious independent film quirky witty generation x
224,Don Juan DeMarco,comedy drama romance mental illness psychology
225,Disclosure,drama thriller
227,Drop Zone,action thriller
228,Destiny Turns on the Radio,comedy
229,Death and the Maiden,drama thriller
230,Dolores Claiborne,drama thriller stephen king
231,Dumb & Dumber (Dumb and Dumber),adventure comedy
232,Eat Drink Man Woman (Yin shi nan nu),comedy drama romance in netflix queue
233,Exotica,drama
234,Exit to Eden,comedy
235,Ed Wood,comedy drama movie business
236,French Kiss,action comedy romance
237,Forget Paris,comedy romance basketball france infertility
238,Far From Home: The Adventures of Yellow Dog,adventure children
239,"Goofy Movie, A",animation children comedy romance
240,Hideaway,thriller
241,Fluke,children drama
242,Farinelli: il castrato,drama musical
243,Gordy,children comedy fantasy
246,Hoop Dreams,documentary basketball
247,Heavenly Creatures,crime drama australia
248,Houseguest,comedy bad sinbad
249,Immortal Beloved,drama romance beethoven
250,Heavyweights (Heavy Weights),children comedy
251,"Hunted, The",action
252,I.Q.,comedy romance einstein
253,Interview with the Vampire: The Vampire Chronicles,drama horror
254,Jefferson in Paris,drama
255,"Jerky Boys, The",comedy
256,Junior,comedy sci fi
257,Just Cause,mystery thriller court
258,"Kid in King Arthur's Court, A",adventure children comedy fantasy romance
259,Kiss of Death,crime drama thriller
260,Star Wars: Episode IV - A New Hope,action adventure sci fi classic space action action sci fi epic great soundtrack classic sci fi engrossing adventure nerd space epic oldie but goodie star wars robots and androids space space adventure darth vader luke skywalker space opera
261,Little Women,drama louisa may alcott
262,"Little Princess, A",children drama england girl power india
263,Ladybird Ladybird,drama
265,Like Water for Chocolate (Como agua para chocolate),drama fantasy romance
266,Legends of the Fall,drama romance war western
267,Major Payne,comedy
269,My Crazy Life (Mi vida loca),drama
270,Love Affair,drama romance
271,Losing Isaiah,drama
272,"Madness of King George, The",comedy drama england mental illness
273,Mary Shelley's Frankenstein (Frankenstein),drama horror sci fi gothic
274,Man of the House,comedy
275,Mixed Nuts,comedy
276,Milk Money,comedy romance
277,Miracle on 34th Street,drama christmas
278,Miami Rhapsody,comedy
279,My Family,drama in netflix queue
280,Murder in the First,drama thriller prison
281,Nobody's Fool,comedy drama romance
282,Nell,drama disability twins
283,New Jersey Drive,crime drama
284,New York Cop (Nyû Yôku no koppu),action crime
285,Beyond Bedlam,drama horror
287,Nina Takes a Lover,comedy romance
288,Natural Born Killers,action crime thriller brutality controversial dark comedy psychedelic satire stylized
289,Only You,comedy romance
290,Once Were Warriors,crime drama in netflix queue
291,Poison Ivy II,drama thriller
292,Outbreak,action drama sci fi thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon),action crime drama thriller assassin jean reno hit men action assassination assassins awkward romance corruption crime disturbing drama french friendship gary oldman great acting guns hitman humorous imdb top 250 lolita theme loneliness love story luc besson natalie portman organized crime police police corruption quirky sniper tense touching unique
294,"Perez Family, The",comedy romance
295,"Pyromaniac's Love Story, A",comedy romance
296,Pulp Fiction,comedy crime drama thriller good dialogue great soundtrack non linear cult film drugs quentin tarantino tarantino hit men 1990s achronological action action packed aggressive amazing amazing dialogues anthology assassin atmospheric awesome bad ass bad language bad ass bible biblical references big boys with guns big name actors black comedy black humor black humour blood blood splatters bloody bruce willis brutality casual violence character development characters classic classic movie coke comedy conversation cool cool style crime crime scene scrubbing cult cult classic dance dancing dark dark comedy dark humor dialogue different diner disjointed timeline disturbing drama drug overdose drugs music ensemble cast entertaining entirely dialogue episodic exciting fast paced fast paced film noir film noir foul language fun funny gangster gangsters genius golden watch good music gore great acting great dialogue gritty guns harvey keitel heroin highly quotable hitman homosexuality humour iconic imdb top 250 innovative intellectual intelligent intense interesting intertwining storylines interwoven storylines ironic irony john travolta killer as protagonist los angeles mafia masterpiece meaningless violence milkshake mobster mobsters monologue motherfucker multiple stories multiple storylines neo noir noir non linear timeline nonlinear nonlinear narrative nonlinear storyline nonlinear timeline notable soundtrack offensive organised crime organized crime original original plot out of order palme d or parody philosophical pop culture references psychological pulp quirky quotable r disturbing violent content including rape r disturbing violent images r graphic sexuality r some violence r strong bloody violence r strong language r sustained strong stylized violence r violence random rape retro roger avary royal with cheese samuel l jackson sarcasm satire sexy smart writing sophisticated soundtrack splatter steve buscemi storytelling stylish stylized suspense thought provoking thriller travolta twist ending uma thurman unique unpredictable unusual very funny violence violent witty
298,Pushing Hands (Tui shou),drama
299,Priest,drama
300,Quiz Show,drama tv
301,Picture Bride (Bijo photo),drama romance
302,"Queen Margot (Reine Margot, La)",drama romance
303,"Quick and the Dead, The",action thriller western
304,Roommates,comedy drama
305,Ready to Wear (Pret-A-Porter),comedy
306,Three Colors: Red (Trois couleurs: Rouge),drama
307,Three Colors: Blue (Trois couleurs: Bleu),drama death
308,Three Colors: White (Trzy kolory: Bialy),comedy drama marriage cynical
310,Rent-a-Kid,comedy
311,Relative Fear,horror thriller
312,Stuart Saves His Family,comedy
313,"Swan Princess, The",animation children
314,"Secret of Roan Inish, The",children drama fantasy mystery
315,"Specialist, The",action drama thriller
316,Stargate,action adventure sci fi time travel
317,"Santa Clause, The",comedy drama fantasy christmas
318,"Shawshank Redemption, The",crime drama prison stephen king wrongful imprisonment morgan freeman
319,Shallow Grave,comedy drama thriller
320,Suture,film noir thriller
321,Strawberry and Chocolate (Fresa y chocolate),drama
322,Swimming with Sharks,comedy drama
324,"Sum of Us, The",comedy drama
325,National Lampoon's Senior Trip,comedy
326,To Live (Huozhe),drama in netflix queue
327,Tank Girl,action comedy sci fi
328,Tales from the Crypt Presents: Demon Knight,horror thriller
329,Star Trek: Generations,adventure drama sci fi enterprise
330,Tales from the Hood,action crime horror
331,Tom & Viv,drama
332,Village of the Damned,horror sci fi
333,Tommy Boy,comedy
334,Vanya on 42nd Street,drama
335,Underneath,mystery thriller
336,"Walking Dead, The",drama war
337,What's Eating Gilbert Grape,drama mental illness
338,Virtuosity,action sci fi thriller serial killer
339,While You Were Sleeping,comedy romance coma
340,"War, The",adventure drama war
341,Double Happiness,drama
342,Muriel's Wedding,comedy australia weddings
343,"Baby-Sitters Club, The",children
344,Ace Ventura: Pet Detective,comedy
345,"Adventures of Priscilla, Queen of the Desert, The",comedy drama cross dressing men in drag remade
346,Backbeat,drama musical
347,Bitter Moon,drama film noir romance
348,Bullets Over Broadway,comedy
349,Clear and Present Danger,action crime drama thriller tom clancy
350,"Client, The",drama mystery thriller john grisham
351,"Corrina, Corrina",comedy drama romance interracial romance
352,Crooklyn,comedy drama
353,"Crow, The",action crime fantasy thriller
354,Cobb,drama
355,"Flintstones, The",children comedy fantasy
356,Forrest Gump,comedy drama romance war shrimp vietnam bubba gump shrimp lieutenant dan stupid is as stupid does bittersweet emotional heartwarming touching
357,Four Weddings and a Funeral,comedy romance wedding
358,Higher Learning,drama
359,I Like It Like That,comedy drama romance
360,I Love Trouble,action comedy
361,It Could Happen to You,comedy drama romance gambling
362,"Jungle Book, The",adventure children romance
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",documentary holocaust in netflix queue
364,"Lion King, The",adventure animation children drama musical imax disney disney animated feature oscar best music original score soundtrack
365,Little Buddha,drama
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",drama horror mystery thriller
367,"Mask, The",action comedy crime fantasy
368,Maverick,adventure comedy western
369,Mrs. Parker and the Vicious Circle,drama
370,Naked Gun 33 1/3: The Final Insult,action comedy
371,"Paper, The",comedy drama journalism
372,Reality Bites,comedy drama romance
373,Red Rock West,thriller
374,Richie Rich,children comedy
376,"River Wild, The",action thriller
377,Speed,action romance thriller bus
378,Speechless,comedy romance
379,Timecop,action sci fi thriller
380,True Lies,action adventure comedy romance thriller spies
381,When a Man Loves a Woman,drama romance alcoholism
382,Wolf,drama horror romance thriller
383,Wyatt Earp,western
384,Bad Company,action crime drama
385,"Man of No Importance, A",drama
386,S.F.W.,drama
387,"Low Down Dirty Shame, A",action comedy
388,Boys Life,drama
389,"Colonel Chabert, Le",drama romance war
390,Faster Pussycat! Kill! Kill!,action crime drama
391,Jason's Lyric,crime drama
393,Street Fighter,action adventure fantasy
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),action fantasy
406,Federal Hill,drama
407,In the Mouth of Madness,horror thriller
408,8 Seconds,drama
409,Above the Rim,crime drama
410,Addams Family Values,children comedy fantasy black comedy christina ricci christopher lloyd dark comedy family gothic
412,"Age of Innocence, The",drama edith wharton
413,Airheads,comedy comedy
414,"Air Up There, The",comedy
415,Another Stakeout,comedy thriller
416,Bad Girls,western
417,Barcelona,comedy romance
418,Being Human,drama
419,"Beverly Hillbillies, The",comedy
420,Beverly Hills Cop III,action comedy crime thriller
421,Black Beauty,adventure children drama horses
422,Blink,thriller
423,Blown Away,action thriller
424,Blue Chips,drama
425,Blue Sky,drama romance mental illness oscar best actress
426,Body Snatchers,horror sci fi thriller
427,Boxing Helena,drama mystery romance thriller
428,"Bronx Tale, A",drama
429,Cabin Boy,comedy
430,Calendar Girl,comedy drama
431,Carlito's Way,crime drama al pacino gangster mafia
432,City Slickers II: The Legend of Curly's Gold,adventure comedy western
433,Clean Slate,comedy
434,Cliffhanger,action adventure thriller
435,Coneheads,comedy sci fi
436,Color of Night,drama thriller
437,Cops and Robbersons,comedy
438,"Cowboy Way, The",action comedy drama
440,Dave,comedy romance president
441,Dazed and Confused,comedy
442,Demolition Man,action adventure sci fi
444,Even Cowgirls Get the Blues,comedy romance
445,Fatal Instinct,comedy
446,Farewell My Concubine (Ba wang bie ji),drama romance
448,Fearless,drama
449,Fear of a Black Hat,comedy
450,With Honors,comedy drama
451,Flesh and Bone,drama mystery romance
452,Widows' Peak,drama
453,For Love or Money,comedy romance
454,"Firm, The",drama thriller john grisham
455,Free Willy,adventure children drama
456,Fresh,crime drama thriller
457,"Fugitive, The",thriller based on a tv show
458,Geronimo: An American Legend,drama western
459,"Getaway, The",action adventure crime drama romance thriller
460,Getting Even with Dad,comedy
461,Go Fish,drama romance
464,Hard Target,action adventure crime thriller
466,Hot Shots! Part Deux,action comedy war
467,Live Nude Girls,comedy
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",comedy romance
469,"House of the Spirits, The",drama romance
470,House Party 3,comedy
471,"Hudsucker Proxy, The",comedy hula hoop
472,I'll Do Anything,comedy drama
473,In the Army Now,comedy war
474,In the Line of Fire,action thriller assassination
475,In the Name of the Father,drama ireland
476,"Inkwell, The",comedy drama
477,What's Love Got to Do with It?,drama musical biopic
478,Jimmy Hollywood,comedy crime drama
479,Judgment Night,action crime thriller
480,Jurassic Park,action adventure sci fi thriller dinosaur
481,Kalifornia,drama thriller
482,Killing Zoe,crime drama thriller
484,Lassie,adventure children
485,Last Action Hero,action adventure comedy fantasy
486,Life with Mikey,comedy
487,Lightning Jack,comedy western
488,M. Butterfly,drama romance japan sexuality
489,Made in America,comedy
490,Malice,thriller
491,"Man Without a Face, The",drama
492,Manhattan Murder Mystery,comedy mystery
493,Menace II Society,action crime drama
494,Executive Decision,action adventure thriller
495,In the Realm of the Senses (Ai no corrida),drama
496,What Happened Was...,comedy drama romance thriller
497,Much Ado About Nothing,comedy romance shakespeare
499,Mr. Wonderful,comedy romance
500,Mrs. Doubtfire,comedy drama cross dressing divorce men in drag
501,Naked,drama
502,"Next Karate Kid, The",action children romance
504,No Escape,action drama sci fi
505,North,comedy
506,Orlando,drama fantasy romance
507,"Perfect World, A",crime drama thriller
508,Philadelphia,drama aids
509,"Piano, The",drama romance
510,Poetic Justice,drama
511,"Program, The",action drama
512,"Puppet Masters, The",horror sci fi
513,Radioland Murders,comedy mystery romance radio show business
514,"Ref, The",comedy
515,"Remains of the Day, The",drama romance butler housekeeper
516,Renaissance Man,comedy drama military
517,Rising Sun,action drama mystery
518,"Road to Wellville, The",comedy
519,RoboCop 3,action crime drama sci fi thriller
520,Robin Hood: Men in Tights,comedy
521,Romeo Is Bleeding,crime thriller
522,Romper Stomper,action drama australia racism violence
523,Ruby in Paradise,drama
524,Rudy,drama football
526,"Savage Nights (Nuits fauves, Les)",drama
527,Schindler's List,drama war moving thought provoking holocaust based on a true story biography disturbing holocaust
528,"Scout, The",comedy drama
529,Searching for Bobby Fischer,drama chess
531,"Secret Garden, The",children drama in netflix queue
532,Serial Mom,comedy crime horror
533,"Shadow, The",action adventure fantasy mystery
534,Shadowlands,drama romance c s lewis
535,Short Cuts,drama large cast
536,"Simple Twist of Fate, A",drama
537,Sirens,drama
538,Six Degrees of Separation,drama race
539,Sleepless in Seattle,comedy drama romance empire state building
540,Sliver,thriller bad
541,Blade Runner,action sci fi thriller sci fi robots androids artificial intelligence atmospheric cyberpunk future mindfuck philip k dick dreamlike existentialism philosophical
542,Son in Law,comedy drama romance
543,So I Married an Axe Murderer,comedy romance thriller beat poetry
544,Striking Distance,action crime
546,Super Mario Bros.,action adventure children comedy fantasy sci fi
547,Surviving the Game,action adventure thriller
548,Terminal Velocity,action mystery thriller
549,Thirty-Two Short Films About Glenn Gould,drama musical
550,Threesome,comedy romance
551,"Nightmare Before Christmas, The",animation children fantasy musical christmas halloween
552,"Three Musketeers, The",action adventure comedy romance knights
553,Tombstone,action drama western
555,True Romance,crime thriller
556,"War Room, The",documentary politics
558,"Pagemaster, The",action adventure animation children fantasy
562,Welcome to the Dollhouse,comedy drama adolescence
563,Germinal,drama romance
564,Chasers,comedy
567,Kika,comedy drama
568,Bhaji on the Beach,comedy drama
569,Little Big League,comedy drama
573,"Ciao, Professore! (Io speriamo che me la cavo)",drama
574,Spanking the Monkey,comedy drama
575,"Little Rascals, The",children comedy
577,Andre,adventure children drama
579,"Escort, The (Scorta, La)",crime thriller
580,Princess Caraboo,drama
581,"Celluloid Closet, The",documentary
583,Dear Diary (Caro Diario),comedy drama
585,"Brady Bunch Movie, The",comedy
586,Home Alone,children comedy christmas
587,Ghost,comedy drama fantasy romance thriller overrated
588,Aladdin,adventure animation children comedy musical disney
589,Terminator 2: Judgment Day,action sci fi apocalypse arnold schwarzenegger nuclear war sci fi suspense time travel robots scifi masterpiece
590,Dances with Wolves,adventure drama western american indians native americans
592,Batman,action crime thriller superhero
593,"Silence of the Lambs, The",crime horror thriller hannibal lector disturbing drama gothic psychology suspense
594,Snow White and the Seven Dwarfs,animation children drama fantasy musical disney
595,Beauty and the Beast,animation children fantasy musical romance imax disney
596,Pinocchio,animation children fantasy musical disney
597,Pretty Woman,comedy romance prostitution
599,"Wild Bunch, The",adventure western
600,Love and a .45,action comedy crime
602,"Great Day in Harlem, A",documentary
605,One Fine Day,drama romance
606,Candyman: Farewell to the Flesh,fantasy horror
608,Fargo,comedy crime drama thriller based on a true story dark comedy kidnapping steve buscemi coen brothers
609,Homeward Bound II: Lost in San Francisco,adventure children
610,Heavy Metal,action adventure animation horror sci fi
611,Hellraiser: Bloodline,action horror sci fi
612,"Pallbearer, The",comedy
613,Jane Eyre,drama romance
615,Bread and Chocolate (Pane e cioccolata),comedy drama
616,"Aristocats, The",animation children disney
617,"Flower of My Secret, The (La flor de mi secreto)",comedy drama
618,Two Much,comedy romance
619,Ed,comedy
626,"Thin Line Between Love and Hate, A",comedy
627,"Last Supper, The",drama thriller
628,Primal Fear,crime drama mystery thriller edward norton psychology suspense thought provoking twist ending priest
631,All Dogs Go to Heaven 2,adventure animation children fantasy musical romance
632,Land and Freedom (Tierra y libertad),drama war
633,Denise Calls Up,comedy
634,Theodore Rex,comedy
635,"Family Thing, A",comedy drama
636,Frisk,drama
637,Sgt. Bilko,comedy
638,Jack and Sarah,romance babies
639,Girl 6,comedy drama
640,Diabolique,drama thriller
645,Nelly & Monsieur Arnaud,drama
647,Courage Under Fire,action crime drama war gulf war
648,Mission: Impossible,action adventure mystery thriller based on a tv show
649,Cold Fever (Á köldum klaka),comedy drama
650,Moll Flanders,drama
653,Dragonheart,action adventure fantasy
656,Eddie,comedy
661,James and the Giant Peach,adventure animation children fantasy musical
662,Fear,thriller
663,Kids in the Hall: Brain Candy,comedy
665,Underground,comedy drama war
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),action
668,Song of the Little Road (Pather Panchali),drama india
670,"World of Apu, The (Apur Sansar)",drama india
671,Mystery Science Theater 3000: The Movie,comedy sci fi spoof
673,Space Jam,adventure animation children comedy fantasy sci fi bugs bunny
674,Barbarella,adventure comedy sci fi
678,Some Folks Call It a Sling Blade,drama thriller
679,"Run of the Country, The",drama
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",drama mystery romance sci fi thriller
685,It's My Party,drama
688,Operation Dumbo Drop,action adventure comedy war
691,Mrs. Winterbourne,comedy romance
692,Solo,action sci fi thriller
694,"Substitute, The",action crime drama
695,True Crime,mystery thriller
697,Feeling Minnesota,drama romance
698,Delta of Venus,drama
700,Angus,comedy
703,Boys,drama
704,"Quest, The",action adventure
706,Sunset Park,drama
707,Mulholland Falls,crime drama thriller bad
708,"Truth About Cats & Dogs, The",comedy romance veterinarian
709,Oliver & Company,adventure animation children comedy musical
710,Celtic Pride,comedy
711,Flipper,adventure children
714,Dead Man,drama mystery western
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",drama romance
718,"Visitors, The (Visiteurs, Les)",comedy fantasy sci fi
719,Multiplicity,comedy
720,Wallace & Gromit: The Best of Aardman Animation,adventure animation comedy aardman
722,"Haunted World of Edward D. Wood Jr., The",documentary
724,"Craft, The",drama fantasy horror thriller
725,"Great White Hype, The",comedy
726,Last Dance,drama
728,Cold Comfort Farm,comedy in netflix queue
731,Heaven's Prisoners,crime thriller
733,"Rock, The",action adventure thriller alcatraz michael bay terrorism
735,Cemetery Man (Dellamorte Dellamore),horror
736,Twister,action adventure romance thriller disaster
737,Barb Wire,action sci fi
741,Ghost in the Shell (Kôkaku kidôtai),animation sci fi
742,Thinner,horror thriller
743,Spy Hard,comedy
745,Wallace & Gromit: A Close Shave,animation children comedy aardman
747,"Stupids, The",comedy
748,"Arrival, The",action sci fi thriller aliens
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,comedy war dark comedy atomic bomb black comedy satire purity of essence slim pickens quirky
757,Ashes of Time (Dung che sai duk),drama
759,Maya Lin: A Strong Clear Vision,documentary
760,Stalingrad,drama war
761,"Phantom, The",action adventure
762,Striptease,comedy crime
764,Heavy,drama romance
765,Jack,comedy drama
766,I Shot Andy Warhol,drama
773,Touki Bouki,drama
775,Spirits of the Dead,horror mystery
778,Trainspotting,comedy crime drama based on a book dark comedy narrated drug abuse
779,'Til There Was You,drama romance
780,Independence Day (a.k.a. ID4),action adventure sci fi thriller aliens
781,Stealing Beauty,drama
782,"Fan, The",drama thriller
783,"Hunchback of Notre Dame, The",animation children drama musical romance
784,"Cable Guy, The",comedy thriller
785,Kingpin,comedy
786,Eraser,action drama thriller
788,"Nutty Professor, The",comedy fantasy romance sci fi
790,"Unforgettable Summer, An (Un été inoubliable)",drama
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",documentary
795,Somebody to Love,drama
798,Daylight,action adventure drama thriller
799,"Frighteners, The",comedy horror thriller
800,Lone Star,drama mystery western in netflix queue
801,Harriet the Spy,children comedy
802,Phenomenon,drama romance
803,Walking and Talking,comedy drama romance
804,She's the One,comedy romance
805,"Time to Kill, A",drama thriller john grisham
806,American Buffalo,crime drama
808,Alaska,adventure children
809,Fled,action adventure
810,Kazaam,children comedy fantasy
813,Larger Than Life,comedy
818,"Very Brady Sequel, A",comedy based on a tv show
823,"Collector, The (La collectionneuse)",drama
824,Kaspar Hauser,drama mystery
828,"Adventures of Pinocchio, The",adventure children
829,Joe's Apartment,comedy fantasy musical
830,"First Wives Club, The",comedy adultery
832,Ransom,crime thriller kidnapping give me back my son it was melodramatic and kind of dumb mel gibson
833,High School High,comedy
835,Foxfire,drama
836,Chain Reaction,action adventure thriller seen at the cinema
837,Matilda,children comedy fantasy
838,Emma,comedy drama romance jane austen
839,"Crow: City of Angels, The",action thriller
840,House Arrest,children comedy
841,"Eyes Without a Face (Yeux sans visage, Les)",horror
842,Tales from the Crypt Presents: Bordello of Blood,comedy horror
848,"Spitfire Grill, The",drama
849,Escape from L.A.,action adventure sci fi thriller
851,Basquiat,drama
852,Tin Cup,comedy drama romance golf
858,"Godfather, The",crime drama mafia
